book_id,title,title_without_series,isbn,isbn13,openlibrary_title,openlibrary_authors,openlibrary_isbn10,openlibrary_isbn13,google_title,google_authors,google_isbn10,google_isbn13,title_similarity_openlibrary,title_similarity_google,title_similarity_between_apis,isbn13_match_openlibrary,isbn13_match_google,same_isbn13_between_apis,match_score,match_status
28365902,The Bone Lady: Life Lessons Learned as One of Football's Ultimate Fans,The Bone Lady: Life Lessons Learned as One of Football's Ultimate Fans,,,The bone lady,Mary H. Manhein,014029192X,9780140291926,,,,,0.3171,0.0,0.0,False,False,False,-25,REJEITAR
15768536,"Fall From Grace (Mad World, #1)","Fall From Grace (Mad World, #1)",,,Coup de grâce,Danielle Steel,2258191807,9782258191808,,,,,0.35,0.0,0.0,False,False,False,-25,REJEITAR
29072730,"Clouds in my Coffee (The Country Club Murders, #3)","Clouds in my Coffee (The Country Club Murders, #3)",,,Clouds in My Coffee,Julie Mulhern,1635110246,9781635110241,,,,,0.5846,0.0,0.0,False,False,False,-17,REJEITAR
2903168,The Minotauress,The Minotauress,1889186767,,Minotauress,Edward Lee,,9781889186764,,,,,0.8462,0.0,0.0,False,False,False,13,BAIXO
21877190,"Four Nights With the Duke (Desperate Duchesses by the Numbers, #2)","Four Nights With the Duke (Desperate Duchesses by the Numbers, #2)",0062223917,9780062223913,Four Nights with the Duke,Eloisa James,0062344285,9780062344281,,,,,0.5747,0.0,0.0,False,False,False,-17,REJEITAR
34656736,"Hurt Me, Heal Me (Dante's Purgatory #1)","Hurt Me, Heal Me (Dante's Purgatory #1)",,,"Hurt Me, Heal Me",Sayara St. Clair,1925600009,9781925600018,,,,,0.6,0.0,0.0,False,False,False,-25,REJEITAR
32079281,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)","A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",,,Dwór skrzydeł i zguby,Sarah J. Maas,8328098466,9788328098466,,,,,0.1579,0.0,0.0,False,False,False,-25,REJEITAR
18455070,Under a Crescent Moon,Under a Crescent Moon,1781844933,9781781844939,Doughnuts Under a Crescent Moon Vol. 1,Shio Usui,1648270743,9781648270741,,,,,0.7241,0.0,0.0,False,False,False,-25,REJEITAR
6239158,Gadis Pantai,Gadis Pantai,,9789799731289,"Jalan Raya Pos, Jalan Daendels",Pramoedya Ananta Toer,9799731283,,,,,,0.2927,0.0,0.0,False,False,False,-17,REJEITAR
25912358,A Thousand Boy Kisses,A Thousand Boy Kisses,,,Mil Beijos de Garoto,Tillie Cole,8542209826,9788542209822,,,,,0.2439,0.0,0.0,False,False,False,-17,REJEITAR
36464187,RUIN YOU,RUIN YOU,,,How equal temperament ruined harmony (and why you should care),Ross W. Duffin,0393062279,9780393062274,,,,,0.2353,0.0,0.0,False,False,False,-25,REJEITAR
20410147,"Forty 2 Days (The Billionaire Banker, #2)","Forty 2 Days (The Billionaire Banker, #2)",,9780992824914,Forty 2 Days,Georgia Le Carre,0992824907,9780992824907,,,,,0.4898,0.0,0.0,False,False,False,-17,REJEITAR
26224667,"Wrong (Wrong, #1)","Wrong (Wrong, #1)",,,How not to be wrong,Jordan Ellenberg,0143127535,9781594205224,,,,,0.5,0.0,0.0,False,False,False,-17,REJEITAR
16621471,Player,Player,,,Ready Player Two,Ernest Cline,6555601604,9781784758028,,,,,0.5455,0.0,0.0,False,False,False,-25,REJEITAR
26215628,"A Spy's Devotion (The Regency Spies of London, #1)","A Spy's Devotion (The Regency Spies of London, #1)",,,Spy's Devotion,Melanie Dickerson,1511360720,9781511360722,,,,,0.4667,0.0,0.0,False,False,False,-25,REJEITAR
33813136,"Ready to Run (I Do, I Don't, #1)","Ready to Run (I Do, I Don't, #1)",,,Ready to run,Kelly Starrett,1628600098,9781628600094,,,,,0.6154,0.0,0.0,False,False,False,-17,REJEITAR
22031534,"Christmas at Twilight: A Twilight, Texas Novel (Twilight, Texas #5)","Christmas at Twilight: A Twilight, Texas Novel (Twilight, Texas #5)",,,Christmas at Twilight,Lori Wilde,0062310240,9780062310248,,,,,0.5122,0.0,0.0,False,False,False,-25,REJEITAR
26242948,KL: A História dos Campos de Concentração Nazis,KL: A História dos Campos de Concentração Nazis,9722057995,9789722057998,KL: A History of the Nazi Concentration Camps,Nikolaus Wachsmann,0374118256,9780374118259,,,,,0.5556,0.0,0.0,False,False,False,-17,REJEITAR
17978488,"Um der Hoffnung Willen (Night School, #4)","Um der Hoffnung Willen (Night School, #4)",3789133361,9783789133367,Um der Hoffnung willen,Matthias Remenyi,379171984X,9783791719849,,,,,0.7458,0.0,0.0,False,False,False,-25,REJEITAR
22725532,"Bronagh (Slater Brothers, #1.5)","Bronagh (Slater Brothers, #1.5)",,9780992984922,Bronagh,L. A. Casey,150085039X,9781500850395,,,,,0.4118,0.0,0.0,False,False,False,-17,REJEITAR
18285151,"More Than This (More Than, #1)","More Than This (More Than, #1)",,,More Than This,Patrick Ness,9780763662585,9780763662585,,,,,0.7,0.0,0.0,False,False,False,-17,REJEITAR
20764021,"Cross & Crown (Sidewinder, #2)","Cross & Crown (Sidewinder, #2)",162649133X,9781626491335,"No Cross, No Crown",William Penn,0970791917,9780970791917,,,,,0.5366,0.0,0.0,False,False,False,-25,REJEITAR
18001430,"Strip Me Bare (Strip You, #2)","Strip Me Bare (Strip You, #2)",,,Strip Me Bare,Marissa Carmel,1492782424,9781497564145,,,,,0.6842,0.0,0.0,False,False,False,-17,REJEITAR
12245285,"Captive Lover (Westburg, #1)","Captive Lover (Westburg, #1)",1937265099,9781937265090,Captive Lover,Kate Walker,0263758192,9780263758191,,,,,0.7027,0.0,0.0,False,False,False,-25,REJEITAR
12652457,"The Broken Eye (Lightbringer, #3)","The Broken Eye (Lightbringer, #3)",,,The Broken Eye,Brent Weeks,0316079928,9780316079921,,,,,0.6512,0.0,0.0,False,False,False,-17,REJEITAR
30136666,The Everlasting Circle (The Everlast Trilogy Book 3),The Everlasting Circle (The Everlast Trilogy Book 3),,,The everlasting circle,James Reeves,,,,,,,0.6111,0.0,0.0,False,False,False,-25,REJEITAR
17824630,Pete the Cat: The Wheels on the Bus,Pete the Cat: The Wheels on the Bus,0062298984,9780062298980,Pete the Cat Saves Christmas,Eric Litwin|James Dean,0062442406,9780007590759,,,,,0.5806,0.0,0.0,False,False,False,-17,REJEITAR
28633948,Genesis (Dark Desires #1),Genesis (Dark Desires #1),,,Genesis,Bernard Beckett|Bernard Beckett|Bernard Beckett,1407436538,9780547394381,,,,,0.4828,0.0,0.0,False,False,False,-25,REJEITAR
18002414,Alex Cross: Perigo Duplo (Alex Cross #13),Alex Cross: Perigo Duplo (Alex Cross #13),,9789898626158,"Alex Cross, Run",James Patterson,1455546747,9781455546749,,,,,0.5098,0.0,0.0,False,False,False,-25,REJEITAR
29957376,Welcome to the Goddamn Ice Cube: Chasing Fear and Finding Home in the Great White North,Welcome to the Goddamn Ice Cube: Chasing Fear and Finding Home in the Great White North,0062642855,9780062642851,Welcome to the Goddamn Ice Cube,Blair Braverman,1455136611,9781455136612,,,,,0.5299,0.0,0.0,False,False,False,-17,REJEITAR
34609552,Dragon Splendor (Immortal Dragons #3),Dragon Splendor (Immortal Dragons #3),,,Dragon Splendor,Ophelia Bell,1955385084,9781955385084,,,,,0.6122,0.0,0.0,False,False,False,-17,REJEITAR
12299419,"Mystery Man (Dream Man, #1)","Mystery Man (Dream Man, #1)",,,The Mystery of the Missing Man,Enid Blyton,0006932061,9780006932062,,,,,0.5283,0.0,0.0,False,False,False,-25,REJEITAR
15839322,"Revealing Us (Inside Out, #3)","Revealing Us (Inside Out, #3)",,,Revealing us,Lisa Renee Jones,1476727228,9781476727226,,,,,0.6486,0.0,0.0,False,False,False,-17,REJEITAR
17865341,"The Mystery of Mercy Close (Walsh Family, #5)","The Mystery of Mercy Close (Walsh Family, #5)",,,Helen no puede dormir / The Mistery of Mercy Close (Spanish Edition),Marian Keyes|Matuca Fernández de Villavicencio,849032767X,9788490327678,,,,,0.5905,0.0,0.0,False,False,False,-17,REJEITAR
34515020,How Your Brain Works: Inside the most complicated object in the known universe,How Your Brain Works: Inside the most complicated object in the known universe,,,How Does Your Brain Work? (Rookie Read-About Health (Paperback)),Don L. Curry,1417631228,9781417631223,,,,,0.4412,0.0,0.0,False,False,False,-25,REJEITAR
20562059,"Talk This Way (Plum Orchard, #0.5)","Talk This Way (Plum Orchard, #0.5)",,9781488707711,Talk This Way,Dakota Cassidy,147209056X,9781472090560,,,,,0.6047,0.0,0.0,False,False,False,-17,REJEITAR
25357350,"L'héritière (La sélection, #4)","L'héritière (La sélection, #4)",2221159268,9782221159262,L'héritière,Melinda Salisbury,2070665453,9782070665457,,,,,0.5946,0.0,0.0,False,False,False,-17,REJEITAR
17188698,Living with Cancer: A Journey,Living with Cancer: A Journey,,9780988064034,Betty Crocker living with cancer cookbook,Betty Crocker,1118083148,9781118083147,,,,,0.5797,0.0,0.0,False,False,False,-17,REJEITAR
13421500,The Geography of Bliss: Kisah Seorang Penggerutu yang Mengelilingi Dunia Mencari Negara Paling Membahagiakan,The Geography of Bliss: Kisah Seorang Penggerutu yang Mengelilingi Dunia Mencari Negara Paling Membahagiakan,,9786029225273,The geography of bliss,Eric Weiner,1600242588,9781602852136,,,,,0.3411,0.0,0.0,False,False,False,-17,REJEITAR
29808215,Instant Pot® Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Instant Pot® Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,,,Instant Pot electric pressure cooker cookbook,Sara Quessenberry,1631063332,9781631063336,,,,,0.7143,0.0,0.0,False,False,False,-25,REJEITAR
18976168,Kissed by Darkness (Sunwalker Saga #1),Kissed by Darkness (Sunwalker Saga #1),,,Kissed By Darkness,Shea MacLeod,1469236583,9781469236582,,,,,0.6792,0.0,0.0,False,False,False,-25,REJEITAR
25564446,"The Air He Breathes (Elements, #1)","The Air He Breathes (Elements, #1)",,,The Air He Breathes,Brittainy C Cherry,151738799X,9781517387990,,,,,0.7755,0.0,0.0,False,False,False,13,BAIXO
20737927,"Tracker (Rylee Adamson, #6)","Tracker (Rylee Adamson, #6)",,,Tracker,Gary Paulsen,0613283198,9780613283199,,,,,0.4667,0.0,0.0,False,False,False,-25,REJEITAR
17860217,"Trust in Me (Wait for You, #1.5)","Trust in Me (Wait for You, #1.5)",,,Trust In Me,Jennifer L. Armentrout|J. Lynn,0062304828,9780062304827,,,,,0.5641,0.0,0.0,False,False,False,-25,REJEITAR
18008756,White Fang,White Fang,,,Біле Ікло,Jack London,9663122722,9789663122724,,,,,0.1053,0.0,0.0,False,False,False,-25,REJEITAR
28481157,Owned by the Billionaire: Alpha Billionaire Romance (Forever Yours Book 1),Owned by the Billionaire: Alpha Billionaire Romance (Forever Yours Book 1),,,Owned by the Billionaire Mafia King,Scarlett Rossi,1959727702,9781959727705,,,,,0.566,0.0,0.0,False,False,False,-25,REJEITAR
31832217,Cocky Cowboy (Cocker Brothers of Atlanta #3),Cocky Cowboy (Cocker Brothers of Atlanta #3),,,Cocky Cowboy,Jamila Jasper,1980477035,9781980477037,,,,,0.4528,0.0,0.0,False,False,False,-17,REJEITAR
27263454,Sparrow,Sparrow,,,The Bone Sparrow,Zana Fraillon,1484781511,9781484781517,,,,,0.6087,0.0,0.0,False,False,False,-17,REJEITAR
25131427,To All the Boys I've Loved Before (To All the Boys I've Loved Before #1),To All the Boys I've Loved Before (To All the Boys I've Loved Before #1),6027150513,9786027150515,A Todos os Rapazes que Amei Vol. I,Jenny Han,9898800003,9789898800008,,,,,0.2353,0.0,0.0,False,False,False,-17,REJEITAR
26845315,"We Are Legion (van Helsing Diaries, #2)","We Are Legion (van Helsing Diaries, #2)",,,Nous sommes Légion,Dennis E. Taylor,1536648884,9791028109257,,,,,0.3019,0.0,0.0,False,False,False,-25,REJEITAR
18308622,"The Madness of Lord Ian Mackenzie (Highland Pleasures, #1)","The Madness of Lord Ian Mackenzie (Highland Pleasures, #1)",,,The Madness Of Lord Ian Mackenzie,Jennifer Ashley,1615237488,9781428506664,,,,,0.7586,0.0,0.0,False,False,False,13,BAIXO
26512914,"Head Over Heels for the Boss (The Donovan Brothers, #3)","Head Over Heels for the Boss (The Donovan Brothers, #3)",,,Head Over Heels for the Boss,Susan Meier,1943892547,9781943892549,,,,,0.7089,0.0,0.0,False,False,False,-25,REJEITAR
23277740,Die unendliche Geschichte,Die unendliche Geschichte,3522202031,9783522202039,Die Unendliche Geschichte der Geschlossenen Unterbringung,Markus Pöhner,3828828795,9783828855199,,,,,0.6098,0.0,0.0,False,False,False,-17,REJEITAR
11315200,"One Night in London (The Truth About the Duke, #1)","One Night in London (The Truth About the Duke, #1)",,,One Night in London,Caroline Linden,0062025325,9780062025326,,,,,0.5846,0.0,0.0,False,False,False,-17,REJEITAR
17373761,"Fin Gall (The Norseman Saga, #1)","Fin Gall (The Norseman Saga, #1)",B00B6LP8H2,,Fin Gall,James L. Nelson,1481028693,9781481028691,,,,,0.4444,0.0,0.0,False,False,False,-17,REJEITAR
30031040,"Hidden Blade (Soul Eater, #1)","Hidden Blade (Soul Eater, #1)",,,Hidden Blade,Pippa DaCosta,1535097620,9781535097628,,,,,0.6486,0.0,0.0,False,False,False,-17,REJEITAR
43360,Mount Vernon Love Story: A Novel of George and Martha Washington,Mount Vernon Love Story: A Novel of George and Martha Washington,0743448944,9780743448949,Mount Vernon love story,Mary Higgins Clark,0743229878,9780743229876,,,,,0.5349,0.0,0.0,False,False,False,-17,REJEITAR
29630062,"Take Me Higher (Castaletta Syndicate, #1)","Take Me Higher (Castaletta Syndicate, #1)",,,Take Me Higher,Pamela Clare,1087990998,9781735293981,,,,,0.549,0.0,0.0,False,False,False,-25,REJEITAR
8172366,"Enemy Lover (Draicon Werewolves, #3)","Enemy Lover (Draicon Werewolves, #3)",,,Enemy Lover,Bonnie Vanak,0373617984,9781426824333,,,,,0.5116,0.0,0.0,False,False,False,-17,REJEITAR
13607047,"Fifty Shades Darker (Fifty Shades, #2)","Fifty Shades Darker (Fifty Shades, #2)",,,Cincuenta sombras más oscuras,E. L. James,9877250217,9789877250213,,,,,0.3175,0.0,0.0,False,False,False,-17,REJEITAR
21104828,The Lake House,The Lake House,,,Lake House,James Patterson,0756962854,9780755339716,,,,,0.8333,0.0,0.0,False,False,False,5,BAIXO
32804009,Sin With Me (Bad Habit #3),Sin With Me (Bad Habit #3),,,Sin With Me,JA Huss|Johnathan McClain,1944475370,9781944475376,,,,,0.6471,0.0,0.0,False,False,False,-17,REJEITAR
18809487,"Fighting to Forget (Fighting, #3)","Fighting to Forget (Fighting, #3)",,,Fighting to Forget,J. B. Salsbury,1497382742,9781497382749,,,,,0.766,0.0,0.0,False,False,False,13,BAIXO
13086226,"Untraceable (The Nature of Grace, #1)","Untraceable (The Nature of Grace, #1)",,,Untraceable,Laura Griffin,1439163189,9781439149195,,,,,0.5,0.0,0.0,False,False,False,-17,REJEITAR
6120349,"Locke & Key, Vol. 2: Head Games","Locke & Key, Vol. 2: Head Games",1600104835,9781600104831,Locke & Key,Joe Hill,,9781600107610,,,,,0.5143,0.0,0.0,False,False,False,-25,REJEITAR
30065677,"Caraval (Caraval, #1)","Caraval (Caraval, #1)",,,Caraval,Stephanie Garber,3492281672,978-3492281676,,,,,0.5833,0.0,0.0,False,False,False,-17,REJEITAR
16002629,"Baptism of Fire (Draconi Series, #1)","Baptism of Fire (Draconi Series, #1)",,,Baptism of Fire,Stella Whitelaw,026376463X,9780263764635,,,,,0.6383,0.0,0.0,False,False,False,-25,REJEITAR
25253345,"Breaking Her Rules (Beyond the Cage, #1)","Breaking Her Rules (Beyond the Cage, #1)",,,Breaking Her Rules,Katie Reus,1494495384,9781494495381,,,,,0.6667,0.0,0.0,False,False,False,-17,REJEITAR
20959574,"Dying for a Living (Jesse Sullivan, #1)","Dying for a Living (Jesse Sullivan, #1)",,,Dying for a Living,Kory M Shrum,194957718X,9781949577181,,,,,0.6792,0.0,0.0,False,False,False,-25,REJEITAR
33308607,Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls,Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls,,,Talking as fast as I can,Lauren Graham,0425285170,9780425285176,,,,,0.5714,0.0,0.0,False,False,False,-17,REJEITAR
15832316,"Dirty Red (Love Me with Lies, #2)","Dirty Red (Love Me with Lies, #2)",,,Dirty Red,Vickie M. Stringer,0786295937,9780786295937,,,,,0.4737,0.0,0.0,False,False,False,-25,REJEITAR
36044595,"Fire In His Embrace (Fireblood Dragon, #3)","Fire In His Embrace (Fireblood Dragon, #3)",,,Fire in His Embrace,Ruby Dixon,1549512625,9781549512629,,,,,0.6667,0.0,0.0,False,False,False,-25,REJEITAR
22297786,Missing Pieces,Missing Pieces,1499386060,9781499386066,Brottstycken,Joy Fielding,9143001483,9789143001488,,,,,0.1538,0.0,0.0,False,False,False,-25,REJEITAR
13122090,"Tears of the Broken (Dark Secrets, #1.1)","Tears of the Broken (Dark Secrets, #1.1)",0987192515,9780987192516,Tears of the Broken,A.M Hudson,1466165316,9781466165311,,,,,0.6909,0.0,0.0,False,False,False,-17,REJEITAR
13615823,Madonna and Corpse (Body Farm #6.5),Madonna and Corpse (Body Farm #6.5),,,Madonna and Corpse,Jefferson Bass,006221988X,9780062219886,,,,,0.72,0.0,0.0,False,False,False,-17,REJEITAR
22463521,"The Demon of Darkling Reach (The Black Prince Trilogy, #1)","The Demon of Darkling Reach (The Black Prince Trilogy, #1)",,,The Demon of Darkling Reach,P.J. Fox,0990476227,9780990476221,,,,,0.6667,0.0,0.0,False,False,False,-25,REJEITAR
29246213,"Ghost (Lost Gun, #1)","Ghost (Lost Gun, #1)",,,Ghost story,Jim Butcher,1410442098,9781410442093,,,,,0.5926,0.0,0.0,False,False,False,-25,REJEITAR
33210526,Locked in Temptation (The Protectors #3),Locked in Temptation (The Protectors #3),,,Locked in temptation,Brenda Jackson,1432840509,9781432840501,,,,,0.7018,0.0,0.0,False,False,False,-25,REJEITAR
17338329,"Beware of Bad Boy (Beware of Bad Boy, #1)","Beware of Bad Boy (Beware of Bad Boy, #1)",,,Beware of Bad Boy,April Brookshire,1492935506,9781492935506,,,,,0.6296,0.0,0.0,False,False,False,-17,REJEITAR
21750728,"Patriotic Duty (Duty & Desire, #1)","Patriotic Duty (Duty & Desire, #1)",,9781301505074,Her Patriotic Duty,Rosie Meddon,1667201301,9781667201306,,,,,0.6087,0.0,0.0,False,False,False,-25,REJEITAR
17785143,The Right Wrong Man,The Right Wrong Man,,,Right Wrong Man,Lawrence Douglas,0691178259,9781400873159,,,,,0.8824,0.0,0.0,False,False,False,22,BAIXO
9310153,Barbarians to Angels: The Dark Ages Reconsidered,Barbarians to Angels: The Dark Ages Reconsidered,,,Barbarians to Angels,Peter S. Wells,0393335399,9780393335392,,,,,0.597,0.0,0.0,False,False,False,-25,REJEITAR
3467,"The People of Sparks (Book of Ember, #2)","The People of Sparks (Book of Ember, #2)",0375828257,9780375828256,The People of Sparks,Jeanne DuPrau,0375828249,,,,,,0.7143,0.0,0.0,False,False,False,-17,REJEITAR
16160706,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,,,Steal like an artist,Austin Kleon,0761169253,9780761169253,,,,,0.4598,0.0,0.0,False,False,False,-17,REJEITAR
12755792,"A Hidden Fire (Elemental Mysteries, #1)","A Hidden Fire (Elemental Mysteries, #1)",,2940013283251,A Hidden Fire,Elizabeth Hunter,0615553028,9780615553023,,,,,0.5417,0.0,0.0,False,False,False,-17,REJEITAR
12814659,Thirteen Reasons Why,Thirteen Reasons Why,6029625578,9786029625578,Thirteen Reasons Why 10th Anniversary Edition,Jay Asher|Jay Asher,1595147888,9781595147882,,,,,0.6154,0.0,0.0,False,False,False,-25,REJEITAR
24326245,Tranquility,Tranquility,B00RUYQ5VC,,The Sea of Tranquility,Katja Millay,1664622853,9781664622852,,,,,0.6667,0.0,0.0,False,False,False,-17,REJEITAR
29639736,"Everything We Keep (Everything We Keep, #1)","Everything We Keep (Everything We Keep, #1)",,,Everything we keep,Kerry Lonsdale,1503935310,9781503935310,,,,,0.6316,0.0,0.0,False,False,False,-25,REJEITAR
13503234,Falling to Heaven: The Surprising Path to Happiness,Falling to Heaven: The Surprising Path to Happiness,,,Falling to heaven,Jeanne M. Peterson,0312533926,9780312533922,,,,,0.5075,0.0,0.0,False,False,False,-17,REJEITAR
30259606,Book of Secrets,Book of Secrets,0996740120,9780996740128,Minecraft. el Libro de Los Secretos de Los Supervivientes / Minecraft : the Survi Vors' Book of Secrets,Stephanie Milton|Mojang,7115461325,9781945540035,,,,,0.2679,0.0,0.0,False,False,False,-17,REJEITAR
18069353,"Room for You (Cranberry Inn, #1)","Room for You (Cranberry Inn, #1)",,,Room for you,Shawn Banner,1584853697,9781584853695,,,,,0.6,0.0,0.0,False,False,False,-25,REJEITAR
22471703,The Narrow Road to the Deep North,The Narrow Road to the Deep North,,,De smalle weg naar het verre noorden,Richard Flanagan,9085425700,9789085425700,,,,,0.2319,0.0,0.0,False,False,False,-25,REJEITAR
30051627,"Double Down (Diary of a Wimpy Kid, #11)","Double Down (Diary of a Wimpy Kid, #11)",,,Doble o Nada / Double Down,Jeff Kinney,0606400052,9781644735145,,,,,0.3729,0.0,0.0,False,False,False,-25,REJEITAR
20525000,Smaken,Smaken,,9789197726986,Smaken verschillen,Ruud A. J. Kraaijeveld,905564059X,9789055640591,,,,,0.5,0.0,0.0,False,False,False,-25,REJEITAR
11333960,Catherine the Great: Portrait of a Woman,Catherine the Great: Portrait of a Woman,,,Catherine the Great,"Dixon, Simon",0061871826,9780061871825,,,,,0.6552,0.0,0.0,False,False,False,-17,REJEITAR
25614663,City of the Lost: Part Two,City of the Lost: Part Two,0345816161,9780345816160,Keeper of the Lost Cities - Der Aufbruch,Shannon Messenger,3845840900,9783845840901,,,,,0.4762,0.0,0.0,False,False,False,-25,REJEITAR
6369169,The Economic Naturalist's Field Guide: Common Sense Principles for Troubled Times,The Economic Naturalist's Field Guide: Common Sense Principles for Troubled Times,1400111862,9781400111862,The Economic Naturalist's Field Guide,Robert H Frank,161664107X,9781616641078,,,,,0.6325,0.0,0.0,False,False,False,-17,REJEITAR
22024907,"Long Way Down (Calloway Sisters, #4; Addicted, #3.2)","Long Way Down (Calloway Sisters, #4; Addicted, #3.2)",,,Long Way Down,Nick Hornby,0670888249,9780241969953,,,,,0.4483,0.0,0.0,False,False,False,-17,REJEITAR
15748335,"Leave Me Breathless (Ross Siblings, #3)","Leave Me Breathless (Ross Siblings, #3)",,,Leave Me Breathless,Trista Ann Michaels,1596327294,9781596327290,,,,,0.7037,0.0,0.0,False,False,False,-25,REJEITAR
25130793,Grave Touched (Fey Touched #2),Grave Touched (Fey Touched #2),,,Grave Touched,Erin Zarro,1511904755,9781511904759,,,,,0.65,0.0,0.0,False,False,False,-17,REJEITAR
35206783,"Hard to Hold (Caine Cousins, #1)","Hard to Hold (Caine Cousins, #1)",,,Hard to Hold,Stephanie Tyler,0440338840,9780440338840,,,,,0.6,0.0,0.0,False,False,False,-25,REJEITAR
29968799,"Under the Dragon's Spell (Fires of Fate, #1)","Under the Dragon's Spell (Fires of Fate, #1)",,,Under the Dragon's Spell,Tina Gallo,1484470214,9781484470213,,,,,0.75,0.0,0.0,False,False,False,13,BAIXO
25177361,"Secret of the Painted Lady (Danger Cove, #1)","Secret of the Painted Lady (Danger Cove, #1)",,,Secret of the Painted Lady,Christina A Burke|Elizabeth Ashby,1508651736,9781508651734,,,,,0.7879,0.0,0.0,False,False,False,5,BAIXO
30750309,Pregnant By Her Older Billionaire: A BWWM Marriage Love Story For Adults,Pregnant By Her Older Billionaire: A BWWM Marriage Love Story For Adults,,,Pregnant By Her Older Billionaire,Katie Dowe,1534915362,9781534915367,,,,,0.6346,0.0,0.0,False,False,False,-25,REJEITAR
13323203,"Separation Zone (Immortal Ops, #7)","Separation Zone (Immortal Ops, #7)",,,Separation Zone,Mandy M. Roth,1508900809,9781508900801,,,,,0.6667,0.0,0.0,False,False,False,-17,REJEITAR
21936988,"The Sin Eater’s Daughter (The Sin Eater’s Daughter, #1)","The Sin Eater’s Daughter (The Sin Eater’s Daughter, #1)",1760151572,9781760151577,Sin Eater's Daughter,Melinda Salisbury,0545810620,9780545819732,,,,,0.5634,0.0,0.0,False,False,False,-17,REJEITAR
18241159,"Axel (Corps Security, #1)","Axel (Corps Security, #1)",,,Axel the Truck,J. D. Riley,006269278X,9781544412627,,,,,0.3429,0.0,0.0,False,False,False,-25,REJEITAR
24453444,"Library of Souls (Miss Peregrine's Peculiar Children, #3)","Library of Souls (Miss Peregrine's Peculiar Children, #3)",,,Library of Souls: Third Peregrines,Ransom Riggs,1594748403,9781594749315,,,,,0.6744,0.0,0.0,False,False,False,-25,REJEITAR
12528745,"Tempt the Stars (Cassandra Palmer, #6)","Tempt the Stars (Cassandra Palmer, #6)",1101616903,9781101616901,Tempt the stars,Karen Chance,0451419057,9780451419057,,,,,0.6122,0.0,0.0,False,False,False,-17,REJEITAR
18104607,"Beautiful Oblivion (The Maddox Brothers, #1)","Beautiful Oblivion (The Maddox Brothers, #1)",,,Beautiful oblivion,Jamie McGuire,1476794944,9781476794945,,,,,0.6207,0.0,0.0,False,False,False,-17,REJEITAR
18462806,"Ride (Bayonet Scars, #1)","Ride (Bayonet Scars, #1)",,,Longest Ride,Nicholas Sparks,1455576018,9781455520664,,,,,0.25,0.0,0.0,False,False,False,-17,REJEITAR
12673462,Lords of Kobol - Book Two: Descent,Lords of Kobol - Book Two: Descent,,2940011483080,Lords of Kobol - Book Two,Edward T. Yeatts III|Edward T. Yeatts,1466112034,9781466112032,,,,,0.8519,0.0,0.0,False,False,False,14,BAIXO
23491443,"Una noche. Enamorada (One Night, #3)","Una noche. Enamorada (One Night, #3)",,9788408135661,Una noche enamorada,,9788408135661,,,,,,0.76,0.0,0.0,False,False,False,13,BAIXO
16151293,"Running on Empty (Mending Hearts, #1)","Running on Empty (Mending Hearts, #1)",,,Running on empty,Jonice Webb,161448242X,9781614482420,,,,,0.6531,0.0,0.0,False,False,False,-17,REJEITAR
17306186,"The Stillness of You (Beautifully Damaged, #1)","The Stillness of You (Beautifully Damaged, #1)",0988138549,9780988138544,The Stillness Of You,Julie Bale,1988474507,9781988474502,,,,,0.6452,0.0,0.0,False,False,False,-25,REJEITAR
22359983,"Riot of Storm and Smoke (Threats of Sky and Sea, #2)","Riot of Storm and Smoke (Threats of Sky and Sea, #2)",,,Riot of Storm and Smoke,Jennifer Ellision,1515288153,9781515288152,,,,,0.6479,0.0,0.0,False,False,False,-17,REJEITAR
18068029,"Torn from You (Tear Asunder, #1)","Torn from You (Tear Asunder, #1)",,,Torn From You,Nashoda Rose|Mackenzie Harte,1531863795,9781531863791,,,,,0.6341,0.0,0.0,False,False,False,-17,REJEITAR
28645900,Tasty,Tasty,,,Tasty Fall Cooking,Gooseberry Patch,1620932377,9781620932377,,,,,0.4348,0.0,0.0,False,False,False,-17,REJEITAR
29438391,"A Cross to Bear (Gabriella Cross, #1)","A Cross to Bear (Gabriella Cross, #1)",,,A Cross to Bear,Glenn Bickerton,1858630401,9781858630403,,,,,0.625,0.0,0.0,False,False,False,-25,REJEITAR
34732218,"Only His Touch: Part One (The Untouched Series, #4)","Only His Touch: Part One (The Untouched Series, #4)",,,ONLY HIS TOUCH,Peggy Webb,0553444530,9780553444537,,,,,0.4667,0.0,0.0,False,False,False,-25,REJEITAR
